Timestamp,Device_ID,Hostname,IP_Address,Device_Type,Vendor,Model,Location,Rack,Firmware,CPU_Usage,Memory_Usage,Temperature,Uptime,Interface_Errors,Packet_Loss,Bandwidth_Usage,Log_Errors,Syslog_Critical_Count,Latest_Syslog,Latent_Health_State,Failure_Type,Failed,CPU_5step_avg,CPU_Trend,CPU_Spike,Memory_Trend,Temperature_5step_avg,Temperature_Trend,Temperature_Spike,Error_Trend,Error_Spike,PacketLoss_Trend
2026-01-01 00:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,28.12,29.73,29.39,133.28,1,0.38,50.03,0,0,%SYS-5-CONFIG_I: Configured from console by admin,100.0,NONE,0,28.12,0.0,0,0.0,29.39,0.0,0,0.0,0,0.0
2026-01-01 01:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,26.88,29.68,29.56,133.32,3,0.57,50.27,1,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,27.5,0.0,0,0.0,29.475,0.0,0,0.0,0,0.0
2026-01-01 02:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,28.32,28.73,29.13,133.36,3,0.68,49.84,1,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,27.77333333333333,0.0,0,0.0,29.36,0.0,0,0.0,0,0.0
2026-01-01 03:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,29.55,29.21,29.87,133.4,4,0.87,51.03,1,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,28.2175,0.0,0,0.0,29.4875,0.0,0,0.0,0,0.0
2026-01-01 04:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,26.13,29.33,30.67,133.44,4,0.89,53.92,2,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,27.8,0.0,0,0.0,29.724,0.0,0,0.0,0,0.0
2026-01-01 05:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,24.0,30.25,30.49,133.49,7,0.71,57.43,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,26.976,-4.120000000000001,0,0.5199999999999996,29.944,1.0999999999999979,0,6.0,0,0.32999999999999996
2026-01-01 06:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,23.71,28.32,30.61,133.53,7,0.71,57.42,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,26.342000000000002,-3.169999999999998,0,-1.3599999999999994,30.153999999999996,1.0500000000000007,0,4.0,0,0.14
2026-01-01 07:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,22.94,29.66,30.02,133.57,8,0.77,66.6,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,25.266000000000002,-5.379999999999999,0,0.9299999999999997,30.332,0.8900000000000006,0,5.0,0,0.08999999999999997
2026-01-01 08:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,24.02,28.16,30.01,133.61,9,0.81,70.5,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,24.16,-5.530000000000001,0,-1.0500000000000007,30.360000000000003,0.14000000000000057,0,5.0,0,-0.05999999999999994
2026-01-01 09:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,21.33,27.79,30.41,133.65,9,0.96,71.69,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.2,-4.800000000000001,0,-1.5399999999999991,30.308,-0.26000000000000156,0,5.0,0,0.06999999999999995
2026-01-01 10:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,21.31,27.98,30.9,133.69,11,0.93,78.05,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.662,-2.6900000000000013,0,-2.2699999999999996,30.389999999999997,0.41000000000000014,0,4.0,0,0.22000000000000008
2026-01-01 11:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,24.4,27.03,30.42,133.74,11,0.7,77.25,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.799999999999997,0.6899999999999977,0,-1.2899999999999991,30.351999999999997,-0.18999999999999773,0,4.0,0,-0.010000000000000009
2026-01-01 12:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,22.1,28.42,29.74,133.78,11,0.6,78.6,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.631999999999998,-0.8399999999999999,0,-1.2399999999999984,30.296000000000003,-0.28000000000000114,0,3.0,0,-0.17000000000000004
2026-01-01 13:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,25.66,26.87,29.33,133.82,12,0.54,78.22,6,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.96,1.6400000000000006,0,-1.2899999999999991,30.160000000000004,-0.6800000000000033,0,3.0,0,-0.27
2026-01-01 14:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,22.54,28.87,28.37,133.86,12,0.66,76.98,6,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.201999999999998,1.2100000000000009,0,1.0800000000000018,29.752,-2.039999999999999,0,3.0,0,-0.29999999999999993
2026-01-01 15:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,23.73,29.22,26.87,133.9,12,0.61,79.31,7,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.686,2.4200000000000017,0,1.2399999999999984,28.945999999999998,-4.029999999999998,0,1.0,1,-0.32000000000000006
2026-01-01 16:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,22.95,29.66,28.2,133.94,12,0.54,75.39,7,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.396,-1.4499999999999993,0,2.629999999999999,28.502,-2.2200000000000024,0,1.0,1,-0.15999999999999992
2026-01-01 17:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,18.97,28.93,27.74,133.99,12,0.72,73.36,7,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.77,-3.1300000000000026,0,0.509999999999998,28.101999999999997,-2.0,0,1.0,1,0.12
2026-01-01 18:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,18.74,29.76,27.48,134.03,12,0.7,73.91,7,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,21.386,-6.920000000000002,0,2.8900000000000006,27.732,-1.8499999999999979,0,0.0,1,0.15999999999999992
2026-01-01 19:00:00,DEV-00001,ROU-HYD-001,10.10.21.103,Router,Juniper,MX204,Hyderabad DC-1,Rack H08,17.9.2a,19.9,28.97,29.02,134.07,13,0.58,74.6,7,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,20.857999999999997,-2.6400000000000006,0,0.09999999999999787,27.862000000000002,0.6499999999999986,0,1.0,1,-0.08000000000000007
2026-01-01 00:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,21.64,25.67,41.41,424.61,2,0.25,26.74,3,0,%SYS-5-CONFIG_I: Configured from console by admin,100.0,NONE,0,21.64,0.0,0,0.0,41.41,0.0,0,0.0,0,0.0
2026-01-01 01:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,23.83,25.25,41.52,424.66,4,0.57,26.99,3,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,22.735,0.0,0,0.0,41.465,0.0,0,0.0,0,0.0
2026-01-01 02:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,24.97,25.4,42.46,424.7,5,0.62,27.67,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.48,0.0,0,0.0,41.79666666666667,0.0,0,0.0,0,0.0
2026-01-01 03:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,24.43,25.9,43.31,424.74,5,0.53,25.57,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.7175,0.0,0,0.0,42.175,0.0,0,0.0,0,0.0
2026-01-01 04:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,24.65,25.47,44.29,424.78,5,0.4,22.2,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,23.904,0.0,0,0.0,42.598,0.0,0,0.0,0,0.0
2026-01-01 05:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,27.21,27.42,44.26,424.82,5,0.44,21.96,4,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,25.018,5.57,0,1.75,43.168,2.8500000000000014,0,3.0,0,0.19
2026-01-01 06:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,30.57,25.55,45.55,424.86,5,0.49,23.44,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,26.365999999999996,6.740000000000002,0,0.3000000000000007,43.974000000000004,4.029999999999994,0,1.0,0,-0.07999999999999996
2026-01-01 07:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,27.52,26.31,44.66,424.91,6,0.55,16.68,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,26.875999999999998,2.5500000000000007,0,0.9100000000000001,44.414,2.1999999999999957,0,1.0,0,-0.06999999999999995
2026-01-01 08:00:00,DEV-00002,SWI-HYD-002,10.10.236.89,Switch,Arista,7050SX3,Hyderabad DC-1,Rack H08,17.6.4,24.43,25.47,44.97,424.95,7,0.54,14.12,5,0,NORMAL_OPERATIONAL_STATE,100.0,NONE,0,26.875999999999998,0.0,0,-0.4299999999999997,44.746,1.6599999999999966,0,2.0,0,0.010000000000000009
